worker_ID,asg_ID,payments,experiment_id,current_question,answer1,feedback,initial_time,begin_time
"AAKFUMPLS0U6N","35USIKEBNRG91Z1AH7QD76R1OM2N6Y","[ 0, 0, 0, 0, 0, 0, 0.04, 0 ]",469,6,"{ ""6"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" he thinks that lisa will give B grade. if any one of other partners gives B then it must have 2 A's for him to get the reward. if he gives B and lisa also gives B and any of other partners also gives B then he will not get any reward"" ], ""time"" : 628795 } } }",,1455799476378.0,1455799555510.0
"AOSB3RSWQQENC","3IKZ72A5B4G5KSULI0TH1C4EHM8NF6","[ 0, 0, 0, 0, 0.04, 0, 0, 0 ]",470,4,"{ ""4"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" Say there are 100 students. 80 would get B anf if Lisa grades them about 72 students would get B. Sam's bonus would thus get multiplied by 72 (100*72/80)."" ], ""time"" : 677958 } } }",,1455801373981.0,1455801391111.0
"A2C39KTRMOM1XZ","3907X2AHF05LMJUMAKR2LIFK8X3P2J","[ 0, 0, 0, 0, 0, 0.04, 0, 0 ]",472,5,"{ ""5"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" If Sam truly believes his essay deserves a B, and he truly thinks Lisa will give a B then Sam should report an A to mazimixe his reward. But not knowing exactly what the other person will grade is a little hard to know for sure what grade she will give. But for a good chance then Sam should report an A"" ], ""time"" : 230758 } } }",,1455805017875.0,1455805038918.0
"A2UXTENZGHL76A","3XUHV3NRVKYL8ZFL9QLVAGG56G25HD","[ 0, 0, 0, 0, 0.04, 0, 0, 0 ]",473,4,"{ ""4"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ ""Assuming that every other grader is going to grade honestly"" ], ""time"" : 182977 } } }",,1455807035872.0,1455807054245.0
"A1VQK8WMO7NIN3","3DIP6YHAPCSSB77LHNKS1XTJGQ2E8Z","[ 0, 0, 0, 0, 0, 0.04, 0, 0 ]",471,5,"{ ""5"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" IF SAM REPORTS \""B\"" AND IF LISA ALSO REPORTS \""B\"" .THEN SAM WILL GET THE PENALTY OF $1.25 ONLY.IF BOTH REPORTS \"" A\""  SAM WILL GET THE PENALTY OF $5. SO OBVIOUSLY SAM REPORTS GRADE \""B\"" TO MAXIMIZE HIS REWARD."" ], ""time"" : 4805394 } } }",,1455804660516.0,1455804757229.0
"A3JHVN6UPK9CG8","3FTOP5WARFOI4YOA0KI45Y0T21FJ0X",,474,3,,,1455810550842.0,1455810591398.0
"AEY67OL8UKB","30OG32W0SUBDEEUPNP9BJUJE5M3NE0",,475,2,,,1455813791593.0,1455813872529.0
"A13QHXMU0OMNAY","30OG32W0SUBDEEUPNP9BJUJE5M3NE0",,476,0,,,1455814238653.0,1455814264182.0
"A1ODWRBV7HFNL","33FBRBDW6OZDE9N7LWEXB9TGVFXC8E",,479,5,,,1455815632795.0,1455815655697.0
"A2Z5SA1J1XN84J","3STRJBFXOWREVRRJG76QQO2BE1QKTN","[ 0.04, 0, 0, 0, 0, 0, 0, 0 ]",477,0,"{ ""0"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" I think he should give the essay an A if he feels that it deserves an A. It doesn't seem fair to the person that wrote the essay if Sam only grades a paper based off of whatever monetary reward he may receive. If he is honest and grades the paper as he feels it should be graded, then things will work out in the end."" ], ""time"" : 451554 } } }",,1455815479202.0,1455815508694.0
"A3JN2PPWSAPSFI","3AMW0RGHOD2HB5JFW3PMD6IIJTANPQ","[ 0, 0, 0, 0.04, 0, 0, 0, 0 ]",478,3,"{ ""3"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" The question in this case is whether Lisa has a 40% chance of agreeing with Sam's decision or a 40% chance of giving an A. Considering the reverse means a 60% chance of giving a B. Sam should give the essay a B. Because Lisa has a 40 % chance of giving an A, then Alice has a 40% chance of agreement which indicates a 40%X40% or 16% chance of giving an A. Likewise there is a 16% chance that Alice will agree with Nicole. To maximize the bonus, it is best that Lisa and Alice do not agree and not lose $1.00 than to gain $0.50."" ], ""time"" : 732888 } } }",,1455815587951.0,1455815603911.0
"A2PTV05STUQR4Y","37U1UTWH9VMHKBCQ3T4S04S2VG4R83","[ 0, 0, 0, 0, 0, 0, 0.04, 0 ]",480,6,"{ ""6"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ ""- lisa and alice will both give a B, so he will get 1 dollar. i do not see how he can get more than 0.5 dollars, considering that the paper has a 90% chance of getting a B from all the participants."" ], ""time"" : 391278 } } }",,1455816916986.0,1455816929771.0
"A3M7KQGVVLPRX8","3A1PQ49WVHHMKHE283JJ7Q3OU19H1L","[ 0, 0, 0, 0, 0, 0.04, 0, 0 ]",481,5,"{ ""5"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" If Lisa does give a B, as he thinks, and assuming everyone grades \""honestly\"", then to eliminate any penalty Sam should give the essay an A.  That is assuming he wants to minimize the penalty and therefore maximize his own return.  He may still lose, if he's wrong in his estimation of Lisa, but if he's right, then he wins."" ], ""time"" : 157151 } } }",,1455819305225.0,1455819269725.0
"A1GUUOCIDL11VX","34X6J5FLPTY6SRT9HICJK4RBF59QJY","[ 0, 0, 0.04, 0, 0, 0, 0, 0 ]",482,2,"{ ""2"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ ""It states graders will give an A w. 40% chance, therefore there more of a chance that a B will be given."" ], ""time"" : 127705 } } }",,1455820660853.0,1455820282476.0
"A12WRJ2ZMDW3SU","3OB0CAO74HPJANP5KSQSLDEY1NKHYN","[ 0, 0, 0, 0, 0, 0.04, 0, 0 ]",483,5,"{ ""5"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" NA"" ], ""time"" : 182462 } } }",,1455829324640.0,1455829342644.0
"A2VBP461GKTJEN","3UXUOQ9OKEXLLGLQRDQ0RE7XKUZA7K",,484,1,,,1455833464998.0,1455833479131.0
"A33W1CMQ38WYRK","3Z7VU45IPYH8B2EWEPPQ7X7TQU4Z1D",,485,4,,,1455842166416.0,1455842205335.0
"A1KAM5ZQ964VBE","388U7OUMF71Z2M7N8PRD7PMKCLR0RU",,486,4,,,1455845018340.0,1455845061639.0
"A1795AL2S2UNQ6","340UGXU9DY17BF0KFGA7XTZUDGLVUY","[ 0, 0, 0, 0.04, 0, 0, 0, 0 ]",487,3,"{ ""3"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" If he wants to maximize earning he should grade it an A. There is a greater chance that the other grader grades a B. He thinks that there is a 60% chance of a B and there is an 80%  chance if a random essay was picked it would be a B"" ], ""time"" : 359886 } } }",,1455848539732.0,1455848568830.0
"AOOE9LTQFK8RC","3TYCR1GOTCJL19I07Z79RCG7O1DZLP",,489,0,,,1455852798080.0,1455852799723.0
"AJCK7GV4C1V5S","3CPLWGV3MOZWJI38FETPRGI3ETP9NM","[ 0, 0, 0, 0, 0, 0, 0, 0.04 ]",488,7,"{ ""7"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" Sam should give an A, because he believes that the majority of others will give a B. Since most will agree with their partners (90 percent), he has a higher chance of grading differently."" ], ""time"" : 176826 } } }",,1455852691236.0,1455852701051.0
"A2ODDADY04DV1X","3ZPBJO59KP1GCCUEOW3E8S4XJ27DHA",,490,6,,,1455855666409.0,1455855685890.0
"A1WYZXOTTP17YO","3SPJ0334213F1TKV8STDXQUDEJSJY6","[ 0, 0, 0, 0, 0, 0, 0.04, 0 ]",491,6,"{ ""6"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ ""If Sam gives an A, while Lisa, Nicole and Alice give an B, Sam would receive a total reward of 0.5+1−0.5=$1\n. "" ], ""time"" : 397631 } } }",,1455860258952.0,1455860320652.0
"AE03LUY7RH400","3QY5DC2MXRKIFIEUF153F7W8PO2UFI","[ 0, 0, 0, 0.04, 0, 0, 0, 0 ]",492,3,"{ ""3"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" i take to choose that see it"" ], ""time"" : 84308 } } }",,1455861036810.0,1455861047103.0
"A1S88VQY8G8CNC","3ZWFC4W1UU7QZQMDB7AYAW9OIP0RFD",,493,4,,,1455862575163.0,1455862589136.0
"A21UH7SXDBWWUM","33CUSNVVNNCB26XU4KYS9NXX5T3885","[ 0, 0, 0, 0, 0, 0.04, 0, 0 ]",494,5,"{ ""5"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" In order to maximize his money come up Sam must give a different grade than Lisa. If we assume that everyone is grating honestly and Lisa has a 90% chance of giving this a B, then Sam should choose at A. Then tere's only a 10% chance that he has to pay a penalty at all."" ], ""time"" : 297909 } } }",,1455864316471.0,1455864331715.0
"A25R3HUN514JKX","39ZSFO5CA8WYKK0QYRWOU5O0IVQJUH","[ 0, 0, 0, 0.04, 0, 0, 0, 0 ]",495,3,"{ ""3"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ ""Even if all of other grader's grade honestly for \""A\"", Sam has only 40% chance and for grading \""B\"",he has 60% chance which is higher than \""A\"".So,Sam should report a \""B\"" grade to maximize his reward."" ], ""time"" : 746917 } } }",,1455864152916.0,1455865502811.0
"A2IICH6KZZB6XF","3BF51CHDTVAMDSTKCKFJTLKEPEL0HT",,496,3,,,1455867102491.0,1455867157119.0
"A79CHO3NW2IPO","3I0BTBYZAXL8ZNJ9MKJ7FLFHFA10YV","[ 0, 0, 0, 0.04, 0, 0, 0, 0 ]",497,3,"{ ""3"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" I think the Sam report grade A. The reason behind this is that Sam probability of 0.2% of getting B , which is less event occurred in comparison of total 1 probability"" ], ""time"" : 523244 } } }",,1455869119507.0,1455869133285.0
"A2Y98EN98DG9I8","35L9RVQFCOI2TE50ART3IS8L536UH7","[ 0, 0.04, 0, 0, 0, 0, 0, 0 ]",498,1,"{ ""1"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" Because Sam paid honestly to A"" ], ""time"" : 105512 } } }",,1455874474916.0,1455874487869.0
"A12LO26BRRZ2LJ","3GFK2QRXX9H35PAA4P7VBJQSLB1W54","[ 0.04, 0, 0, 0, 0, 0, 0, 0 ]",499,0,"{ ""0"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" If Sam believes that 20% of essay will get A and 80% B if everyone grades honestly, in this scenario Sam can get more bonus. Hence I support answer A"" ], ""time"" : 252891 } } }",,1455878626865.0,1455878658714.0
"APKZNASCF9LHO","3BGYGHDBBXKPUCTG8MGQP57RXUE22Q",,500,5,,,1455881350434.0,1455881782947.0
"A19SVEKOD509DG","3YMU66OBIN8JOW45QM4MED7UWW4HG9",,501,7,,,1455883223292.0,1455883295495.0
"A325D4P7OZ6J82","3MX2NQ3YC9UIUPF0EU3HD24ZUDFX56","[ 0, 0, 0, 0, 0, 0, 0.04, 0 ]",502,6,"{ ""6"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" His penalty is deducted from his reward which may be higher than the 1$"" ], ""time"" : 1406941 } } }",,1455890923011.0,1455890946231.0
"A161AJDHLJVCLZ","3WYGZ5XF3WFDGRE4R710GJ6PCO9KS7","[ 0, 0, 0, 0, 0, 0, 0, 0.04 ]",503,7,"{ ""7"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" It was a guess. I'm so confused"" ], ""time"" : 59637 } } }",,1455892404433.0,1455892418147.0
"A3SKEW89V5S0DI","3TVRFO09GKFWWEIL6HJOUR0WG3QLXT",,504,5,,,1455898623501.0,1455898636713.0
"A1I9HRO8HAVLWS","3K4J6M3CXET4E9WRKGUUXRKQJ2FAGU","[ 0, 0, 0, 0, 0, 0, 0, 0.04 ]",505,7,"{ ""7"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" Odds are stacked in favor of B's.  By Sam reporting a B, he is further tipping the scale in favor of a skewed result with more B's than A's.  If all the grades given by this collection do not have 2 As and 2 Bs, then Sam gets a total reward of $1.5 and the scheme ends.  By Sam reporting a B he is increasing his odds of winning since there are likely to be more B's than A's."" ], ""time"" : 538332 } } }",,1455905499110.0,1455905528690.0
"A1SKAGZXTWZW9D","3Y54SXRO1LLSYNWVALASWBB9GZJTU2","[ 0, 0, 0, 0, 0.04, 0, 0, 0 ]",506,4,"{ ""4"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" It doesn't matter what Sam thinks the paper deserves if he wants to maximize his bonus, he only has to give the same grade as Lisa. If Lisa is most likely going to give a B, then Sam needs to give the same grade. Giving a B will provide some bonus, giving an A will probably result in no bonus at all."" ], ""time"" : 224665 } } }",,1455908117258.0,1455908135715.0
"A21SFV3QQBIUXM","3IXEICO792J7WC6UE3CPG5XTDD7T66",,507,2,,,1455912206014.0,1455912224090.0
"A3OJKEVQ7DQA0A","3HVVDCPGTES9FWG0KM7HZWHMCNDYTO","[ 0, 0, 0, 0, 0, 0.04, 0, 0 ]",508,5,"{ ""5"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" A"" ], ""time"" : 163942 } } }",,1455918239652.0,1455918254856.0
"A33PDF03E6TRU0","3JBT3HLQF82BSUXYZR0G8TPRTF5PZC",,509,4,,,1455923295463.0,1455923307041.0
"A29RJVVL54THB5","39N5ACM9HENWM3FLVT6HV5NYECFP9V",,513,7,,,1455923455800.0,1455923460322.0
"AF57BU0TR8WR3","36TFCYNS44AUAIZVFW4Q2Z7PZOWXHH",,516,6,,,1455923610680.0,1455923616698.0
"A1RV7FL4LT45GM","36V4Q8R5ZK0WTZZUKFPB0WJSJ79QMN",,517,5,,,1455923640476.0,1455923652714.0
"A2SYRGFCT7Y8KR","3TS1AR6UQQEGH72Y2TCS5FIOHG5F77","[ 0, 0, 0, 0, 0.04, 0, 0, 0 ]",511,4,"{ ""4"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" If he is 90% certain Lisa will give a B, he should give a B too as this would give him a 90% chance of receiving a reward. If he gave an A and Lisa did too naturally he would get a higher reward but at only 10% this is not likely."" ], ""time"" : 422945 } } }",,1455923361955.0,1455923381691.0
"A28F1ZWZ9H0RHA","39ZSFO5CA8WYKK0QYRWOU5O0IYJJUG","[ 0, 0, 0.04, 0, 0, 0, 0, 0 ]",512,2,"{ ""2"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ ""The other partners are likely to give As, but in order for Sam to get *ANY* reward, there needs to be 2Bs and 2As. So instead of giving an A and having a chance of 4 As, he can give a B then hope one of the others give a B, too."" ], ""time"" : 350500 } } }",,1455923434571.0,1455923456880.0
"A2ABSQBRUAUS4C","3F6KKYWMNB18M8GPRUYRDC1T5IUNDF","[ 0, 0, 0, 0, 0, 0, 0, 0.04 ]",510,7,"{ ""7"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" Holy shit this got complicated fast. Where did Nicole come from? I'm not sure this was explained well. I suppose Sam is a senior who gets paid for grading? And why is he paired/parnered up with two people at once? How about always give A's because that way it will trigger this scheme more often but it is unlikely that in the scheme he will face a penalty because his partner will not choose A as often. "" ], ""time"" : 501532 } } }",,1455923351743.0,1455923353203.0
"AVR6APJRJK7EF","3HWRJOOET52AURMUVLQXIOTKST2SEO","[ 0, 0, 0, 0, 0, 0.04, 0, 0 ]",518,5,"{ ""5"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" The only way he doesn't get a penalty is if they assign different grades. If he's sure that he's getting a B then he should assign an A."" ], ""time"" : 172754 } } }",,1455923724680.0,1455923736348.0
"AU3Z85NA1031A","3VHHR074H3H2HZCUO4FQ0SN8ECRL7I","[ 0.04, 0, 0, 0.04, 0, 0, 0, 0 ]",515,0,"{ ""0"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ ""If there is a 40% chance that Lisa will give the essay an A, then the expected value of Sam giving the essay an A is 0.4 * 100/20 = 2 dollars. With a 60% chance of Lisa giving the essay a B, the expected value of Sam giving the essay a B is 0.6 * 100/80 = 0.75 dollars. Since 2 dollars > 0.75 dollars, Sam should give the essay an A."" ], ""time"" : 546613 } } }",,1455923447538.0,1455923535377.0
"A21S6AU76IFMKK","3R0T90IZ1SCS7OTP4UQL3MAEJ6XCGX","[ 0, 0, 0, 0.04, 0, 0, 0, 0 ]",519,3,"{ ""3"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" If he chooses an A, then there's a better chance of getting two of each..."" ], ""time"" : 261475 } } }",,1455924051185.0,1455924065377.0
"A3BKT9H4GNKLY7","3ZSY5X72NXBK53Z6AATOXQI2ATSOR3","[ 0, 0, 0.04, 0, 0, 0, 0, 0 ]",520,2,"{ ""2"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ ""Sam would maximize his reward by going with the B. It would be more beneficial for everyone involved if he chose this, considering he only has a 40% chance of it being an A. People often think they deserve more because they worked hard but it's not always correct. "" ], ""time"" : 391096 } } }",,1455925780664.0,1455925789215.0
"A1HQ98S1OCDNC0","34MAJL3QP4NOI84MG0DJ1U9HNOF438","[ 0.04, 0, 0, 0, 0, 0, 0, 0 ]",521,0,"{ ""0"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ ""It is better if he gets an A because both Lisa and Sam are likely to give it an A. 40% IS HIGH ENOUGH."" ], ""time"" : 180897 } } }",,1455928145083.0,1455928171185.0
"A3K3IZ0S0YOLO1","3RWE2M8QWHAENOFVFIAWY5HABTY0NC","[ 0, 0, 0, 0, 0.04, 0, 0, 0 ]",522,4,"{ ""4"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" He thinks it deserves a B so he should be honest.  Also, he is pretty sure Lisa will give it a B.  If Lisa does in fact give it a B, he needs to give it a B as well in order to get a bonus at all.  Based on all of this it would be best to give this essay a B."" ], ""time"" : 193968 } } }",,1455935453661.0,1455935508884.0
"A14W56SNTPJXZ6","3PJUZCGDJ6GBGBG49C469JS8P2W98C",,523,0,,,1455939705820.0,1455939708837.0
"ABUABR22YMOGG","35H6S234SA05BAV4D7URDPRFXBS651",,,,,,1455945386509.0,
"A1MYX54GBKZ8KW","3SB4CE2TJVVF0VRH9QUYLDKLMTSAX5","[ 0, 0, 0, 0, 0.04, 0, 0, 0 ]",524,4,"{ ""4"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" Sam should give the essay a B.  This is because of the 90% confidence that Lisa will also give Lisa a B.  If Sam were to give an A and Lisa to give a B then there would be no reward.  If Lisa were going to give an A then they would get a larger reward, however there is only a 10% chance.  In order to maximize the actual amount he will end up with, it is safer for him to go with giving the B. "" ], ""time"" : 175915 } } }",,1455947034542.0,1455947049371.0
"A3VGU3D8URWXPV","3Z2R0DQ0JHEHPS5W16BRR6GGUZPE2T","[ 0, 0, 0, 0, 0, 0, 0.04, 0 ]",525,6,"{ ""6"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" 0.90"" ], ""time"" : 164909 } } }",,1455947296725.0,1455947337432.0
"A15SPRQ2HRRZMQ","33TIN5LC04AQVH7MMG208WGAIH59YW",,526,2,,,1455948105649.0,1455948147284.0
"A1A66HBZG9JC9Y","3HWRJOOET52AURMUVLQXIOTKSTQSEC","[ 0, 0.04, 0, 0, 0, 0, 0, 0 ]",527,1,"{ ""1"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" B will be more popular"" ], ""time"" : 203389 } } }",,1455949921874.0,1455949967469.0
"A27FUB5SUF87R9","3OVR4I9USPJGP9AOEBPFE22SXGEQ4I","[ 0.04, 0, 0, 0, 0, 0, 0, 0 ]",528,0,"{ ""0"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ ""The rules state that the group that is more popular will have a lower payout. So the people who read this will try to focus on the quality and grade an essay A only if it is deserving, so we can say 20% of the essays are an A (20*$2.5=$50). Sam will earn more if he selects B as 80% of the grade will be B (80*$1.67=$133.60)"" ], ""time"" : 1100682 } } }",,1455955371969.0,1455955418291.0
"AUYBUT0KZEEAU","3TPWUS5F891O4AJPJZU3PPW2DUECWN",,529,0,,,1455959334893.0,1455959346247.0
"A15YUZ5RUNA6FI","3GS6S824SQX7VEGG8P3H50QECYTNWH","[ 0, 0, 0, 0, 0, 0, 0, 0.04 ]",530,7,"{ ""7"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ ""It is given that if the final is not 2As & 2Bs Sam will get $1.50 and the scheme will end. Later the percentage for giving B grade is given as 80% which lets us assume that more than half of the four people will go for grade B. I have decided to give grade B as the final grades should not match the 2As & 2Bs."" ], ""time"" : 427893 } } }",,1455960867480.0,1455960923440.0
"A28BX5XQI1CU6X","3IHR8NYAM71VPX99EYAQEXCISKVP4T",,531,6,,,1455962249561.0,1455962266529.0
"A254V0U3BGBPE5","32EYX73OY09FI8J36W5XWWARSF8RUB","[ 0, 0, 0.04, 0, 0, 0, 0, 0 ]",532,2,"{ ""2"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" Partners of other graders will agree  to give an A with 40% chance"" ], ""time"" : 395309 } } }",,1456013618849.0,1455965210315.0
"A1QIY7TZY20Y90","3UOUJI6MTDEZF45FFVBPLEWFTWTXUD","[ 0, 0, 0, 0, 0, 0, 0, 0.04 ]",533,7,"{ ""7"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" As stated earlier, If all the grades given by this collection do not have 2 As and 2 Bs, then Sam gets the maximum reward."" ], ""time"" : 199580 } } }",,1455965621028.0,1455965625922.0
"AU2HTYCXB1KYK","3C2NJ6JBKAHLJYI9U5EAHTAP8S5N28","[ 0, 0, 0, 0, 0, 0.04, 0, 0 ]",534,5,"{ ""5"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" The more popular grade would be a B under the given conditions, thus it would lead to the lesser penalty."" ], ""time"" : 487818 } } }",,1455972295038.0,1455972320540.0
"A1RUFGYQJQMOKT","3MH9DQ757WCOTIAPQLBLXSWKQ75UGS",,535,3,,,1455975281978.0,1455975296682.0
"A1MYUUG9YLFIY8","3VJ40NV2QINXLICYEZYJX5JKYFRTOP","[ 0, 0, 0, 0, 0, 0.04, 0, 0 ]",536,5,"{ ""5"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" Sam should give it a \""B\"" because he believes the test deserves a \""B\"".  Being that both Sam and Lisa give it a \""B\""  and the majority of the tests graded are \""Bs\"" then the penalty will be the lesser of the two.  Sam will at least maximize the bonus because the penalty will not be as high."" ], ""time"" : 442212 } } }",,1455978899209.0,1455978928382.0
"A1R0CF99QN1W3U","30LB5CDZNCA84DTEI6LQTSOJL840ZT","[ 0, 0.04, 0, 0, 0, 0, 0, 0 ]",537,1,"{ ""1"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ ""Sam should report an A because it is more likely that Lisa will give it a B (resulting in no penalty to Sam if he gives an A). According to Sam's own guess about this specific paper, Lisa is 40% likely to give an A, and therefore 60% likely to give a B (a greater chance of giving a B). And according to his guess about all the papers in general, Lisa is 20% likely to give an A to any given paper and 80% likely to give a B to any given paper (a greater chance of giving a B)."" ], ""time"" : 514071 } } }",,1455981466122.0,1455981483526.0
"A3MELYYGRJ61SX","3I3WADAZ9Q4V0G18D3GLUPD6ICCO50",,538,7,,,1455982757937.0,1455982796165.0
"A1R201TFA02W5M","3R6P78PK7KB9T5V0QGLBSWAI7TKTGM",,539,5,,,1455995749258.0,1455995791973.0
"A3K5MAXQHCKNC","3P4RDNWND56TBT5Q4A7AB20PO4LIJY",,540,7,,,1455995863527.0,1455995879651.0
"A3BW4S5N05RJTY","33NF62TLXJ2KHOVE4DSMOIF2G8EJKE",,542,1,,,1455998122838.0,1455998138237.0
"AQUOW4B4D7NFH","3J2UYBXQQLC6G393G1OFWUVOG4O60P","[ 0, 0, 0, 0.04, 0, 0, 0, 0 ]",541,3,"{ ""3"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ ""If he thinks that there is a 40% chance Lisa and the other graders will give an A, that leaves a 60% chance they will give him a B, therefore it is more likely that he will get multiple B's. He gets more money ($1.50) if there are not 2 A's and 2 B's so he is most likely to get more money by choosing the most likely grade (B) chosen by the rest of the graders."" ], ""time"" : 387577 } } }",,1455997969251.0,1455997979859.0
"AM3FJP29J6RXZ","3EA3QWIZ4IVNPW1VG4LED8NYM7KTIO","[ 0, 0, 0, 0, 0.04, 0, 0, 0 ]",543,4,"{ ""4"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" Sam thinks the essay deserves a B, he thinks Lisa will grade it a B, he thinks that B will be the most common grade (which lowers the bonus).  But if it is the most common choice and there is a reward only if he and Lisa agree on the grade, there is a better chance they will both choose a B (which is the appropriate grade anyway)."" ], ""time"" : 305712 } } }",,1456000879293.0,1456000908688.0
"AGFYWCPRQIB6O","3YMU66OBIN8JOW45QM4MED7UW0ZHGC","[ 0.04, 0, 0, 0, 0, 0, 0, 0 ]",544,0,"{ ""0"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ ""Sam should give the essay a grade of A. He should give it this grade because the paper deserves an A, and he thinks that there is a 40% chance that Lisa will agree with him. Therefore, he has done the right thing, and he stands to earn a substantial bonus of $2.5. The odds are good enough and the paper is good enough that A is the right choice to maximize his reward."" ], ""time"" : 252967 } } }",,1456001428736.0,1456001440419.0
"AHSI36UN1P4EF","3II4UPYCOJ7TP5TH7MQ8H6WYAV9DQO","[ 0, 0, 0, 0, 0.04, 0, 0, 0 ]",545,4,"{ ""4"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" Because that is a fair grade and has the highest probability of a bonus."" ], ""time"" : 105335 } } }",,1456009150767.0,1456009174645.0
"A3NAQBUBIV489Q","3NVC2EB65QZ4GFI6571QHJDOIR33YL",,546,0,,,1456009374213.0,1456009372879.0
"A1120QQ2UZ1KYL","3MAOD8E57QAMKEL6IUZ37J4LL3ONX5",,547,5,,,1456016164133.0,1456016185650.0
"A1VVR9MA1P9HWJ","33L7PJKHCGYU0QPI7I9N0JTKJC1T84","[ 0, 0, 0, 0, 0, 0, 0, 0.04 ]",548,7,"{ ""7"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ ""If the grade he gives is honest, it will be the same as the grades given by the other graders. So if the other graders award a B, he should award a B too. Awarding an A when everyone else thinks it's a B means that his grade has less credence and should not be awarded as highly."" ], ""time"" : 291447 } } }",,1456016317193.0,1456016353846.0
"A1QYP69KF4KUUZ","3WYP994K17R3DY5OO9ZOOMP8SJWY6F","[ 0, 0, 0, 0, 0, 0.04, 0, 0 ]",549,5,"{ ""5"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" If the essay deserves a B then it deserves a B"" ], ""time"" : 67358 } } }",,1456020285079.0,1456020298266.0
